availability,channel_discovered,duration,kind,search_query,tested_seconds,title,title_discovered,url,video_id,yt_dlp_error,yt_dlp_ok
,Little Sports,,kids,kids exercise,7.37,,Kids Daily Exercise - Day 1,https://www.youtube.com/watch?v=T8jI4RnHHf0,T8jI4RnHHf0,ERROR: [youtube] T8jI4RnHHf0: This video is not available,False
public,Itzshauni,1458,kids,toy review kids,8.61,Unboxing 100 *PINK* Mystery toys!!😱🎁 *RARE FINDS*,Unboxing 100 *PINK* Mystery toys!!😱🎁 *RARE FINDS*,https://www.youtube.com/watch?v=vkXeLMkuGoQ,vkXeLMkuGoQ,,True
,Joah Moore,,kids,kids exercise,7.5,,9 Year Old Leads Tabata Workout For Kids 💥,https://www.youtube.com/watch?v=Z0qtgIEoIc8,Z0qtgIEoIc8,ERROR: [youtube] Z0qtgIEoIc8: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Rainbow Yoga,,kids,kids exercise,7.01,,Yoga for Flexibility | Yoga for Kids | Improve Posture | Rainbow Yoga,https://www.youtube.com/watch?v=XvIQJ2X_rBI,XvIQJ2X_rBI,ERROR: [youtube] XvIQJ2X_rBI: This video is not available,False
,Be Well Played - Videos for Active Kids,,kids,kids exercise,6.35,,🥇Olympics with Bluey 🥇 Winter Brain Break for Kids 🥇 Just Dance 🥇 Danny Go,https://www.youtube.com/watch?v=W64qJeV_UEM,W64qJeV_UEM,ERROR: [youtube] W64qJeV_UEM: This video is not available,False
public,ImmerZone Fitness ,232,kids,kids exercise,6.7,4K Immersive Interactive Warm-up | 🤠TOY STORY Dance Workout🕺  | Viral Challenge | Brain Break,4K Immersive Interactive Warm-up | 🤠TOY STORY Dance Workout🕺  | Viral Challenge | Brain Break,https://www.youtube.com/watch?v=oI9AkxBOIBg,oI9AkxBOIBg,,True
,Rainbow Yoga,,kids,kids exercise,6.29,,The Ultimate Routine for Focus | Confidence & Stability | Rainbow Yoga,https://www.youtube.com/watch?v=F4F_z-f8B7k,F4F_z-f8B7k,ERROR: [youtube] F4F_z-f8B7k: This video is not available,False
,Roberta's Gym,,kids,kids exercise,6.66,,Kids Exercise - Kids Workout At Home,https://www.youtube.com/watch?v=8uUawnM-FD8,8uUawnM-FD8,ERROR: [youtube] 8uUawnM-FD8: This video is not available,False
,Little Sports,,kids,kids exercise,7.6,,30-MIN FULL BODY WORKOUT FOR KIDS: EXERCISE AT HOME,https://www.youtube.com/watch?v=gvTOY7-7S-Q,gvTOY7-7S-Q,ERROR: [youtube] gvTOY7-7S-Q: This video is not available,False
,Little Sports,,kids,kids exercise,7.73,,STRONG ARMS CHALLENGE - KIDS DAILY EXERCISES,https://www.youtube.com/watch?v=4-8T0V1Ezww,4-8T0V1Ezww,ERROR: [youtube] 4-8T0V1Ezww: This video is not available,False
,Joah Moore,,kids,kids exercise,7.55,,8 Year Old Leads TABATA Workout For Kids 💥,https://www.youtube.com/watch?v=2--WiAB_DEs,2--WiAB_DEs,ERROR: [youtube] 2--WiAB_DEs: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
public,Juice & Toya,1045,kids,kids exercise,7.7,15 Minute Kid-Friendly HIIT Workout [Ages 5 +],15 Minute Kid-Friendly HIIT Workout [Ages 5 +],https://www.youtube.com/watch?v=326GR2A7q-s,326GR2A7q-s,,True
,TABATA KIDS,,kids,kids exercise,7.06,,Super Mario | Kids Workout,https://www.youtube.com/watch?v=0eMmPJWw5XM,0eMmPJWw5XM,ERROR: [youtube] 0eMmPJWw5XM: This video is not available,False
,GVO Kids,,kids,kids exercise,7.56,,“GET STRONG” Best Core Exercises For Kids (15 Minute Kids Workout),https://www.youtube.com/watch?v=R9Fk-N9fMxk,R9Fk-N9fMxk,ERROR: [youtube] R9Fk-N9fMxk: This video is not available,False
,Miss Linky,,kids,kids exercise,7.51,,Princess Exercise for Kids  | Learn About Greetings From Different Countries | Indoor Workout,https://www.youtube.com/watch?v=ilEsvJF-cPQ,ilEsvJF-cPQ,ERROR: [youtube] ilEsvJF-cPQ: This video is not available,False
,Yoga Guppy,,kids,kids exercise,7.15,,Brain Activation Exercises | Yoga for Sharp focus and Memory | Yoga for Children | Yoga Guppy,https://www.youtube.com/watch?v=T3fxXYmQSOI,T3fxXYmQSOI,ERROR: [youtube] T3fxXYmQSOI: This video is not available,False
,Little Sports,,kids,kids exercise,7.97,,21 MOVES TO GROW TALLER: KIDS EXERCISE (NO REPEATS),https://www.youtube.com/watch?v=X9purb6IBhA,X9purb6IBhA,ERROR: [youtube] X9purb6IBhA: This video is not available,False
,Little Sports,,kids,kids exercise,8.13,,7 STRETCHES KIDS CAN DO EVERY MORNING,https://www.youtube.com/watch?v=PAalvdlhE6U,PAalvdlhE6U,ERROR: [youtube] PAalvdlhE6U: This video is not available,False
,Miss Linky,,kids,kids exercise,7.91,,Dinosaur Exercise for Kids | The Floor is Lava Game| Indoor Workout for Children,https://www.youtube.com/watch?v=dg84wx6PPPI,dg84wx6PPPI,ERROR: [youtube] dg84wx6PPPI: This video is not available,False
,Fitbit,,kids,kids exercise,8.43,,10-Minute Family Fun Cardio Exercise Workout,https://www.youtube.com/watch?v=t7nrOBBfcYI,t7nrOBBfcYI,ERROR: [youtube] t7nrOBBfcYI: This video is not available,False
,Baby Shark - Pinkfong Kids’ Songs & Stories,,kids,kids exercise,8.38,,Baby Shark Workout | 10 MIN Exercise with Baby Shark | Pinkfong Songs for Children,https://www.youtube.com/watch?v=eNuZN3GSm8U,eNuZN3GSm8U,ERROR: [youtube] eNuZN3GSm8U: This video is not available,False
,Crain Family Films,,kids,kids exercise,7.59,,ABC Kids Home Workout - Fun Workout for Kids of All Ages!,https://www.youtube.com/watch?v=pPceYnr4mcE,pPceYnr4mcE,ERROR: [youtube] pPceYnr4mcE: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
public,DanceWithDeepti,1686,kids,kids exercise,9.06,DWD#95 | 30mins Active Kids - Dance Workout - @DanceWithDeepti,DWD#95 | 30mins Active Kids - Dance Workout - @DanceWithDeepti,https://www.youtube.com/watch?v=c_ztZ92fLTA,c_ztZ92fLTA,,True
public,Michigan Medicine,181,kids,kids exercise,9.24,Exercises that improve your child's coordination,Exercises that improve your child's coordination,https://www.youtube.com/watch?v=hbqKH6fDxd4,hbqKH6fDxd4,,True
,Kong Academy,,kids,kids exercise,7.06,,Kids Werewolf Brain Break | Dungeons and Dragons Escape | Workout for Kids,https://www.youtube.com/watch?v=BY63cnrEWM8,BY63cnrEWM8,ERROR: [youtube] BY63cnrEWM8: This video is not available,False
public,OT Closet,308,kids,kids exercise,8.8,"Fun Yoga Adventure | Move, Stretch & Relax Together","Fun Yoga Adventure | Move, Stretch & Relax Together",https://www.youtube.com/watch?v=TgiIL88n2J0,TgiIL88n2J0,,True
,GVO Kids,,kids,kids exercise,6.51,,"Kids ""GET STRONG"" 💪 Full Body Strength Training Workout!🔥",https://www.youtube.com/watch?v=UwZ3IlK43PA,UwZ3IlK43PA,ERROR: [youtube] UwZ3IlK43PA: This video is not available,False
,Funny We are Kids,,kids,kids exercise,6.35,,Yoga for Strength & Flexibility | Spider-Man Morning Routines | Yoga For Balance | Yoga For Kids,https://www.youtube.com/watch?v=fxT1Mgt_fck,fxT1Mgt_fck,ERROR: [youtube] fxT1Mgt_fck: This video is not available,False
,Little Sports,,kids,kids exercise,6.08,,Morning Kids Workout: Wake Up Exercises,https://www.youtube.com/watch?v=skSbg1IGup8,skSbg1IGup8,ERROR: [youtube] skSbg1IGup8: This video is not available,False
,Miss Linky,,kids,kids exercise,6.49,,Pirate Exercise for Kids | Learn about the Letter X and how to Throw | Indoor Workout for Children,https://www.youtube.com/watch?v=7FudRZHRS6A,7FudRZHRS6A,ERROR: [youtube] 7FudRZHRS6A: This video is not available,False
,Moe Jones Fitness & Motivation Channel,,kids,kids exercise,6.36,,Kids Beginner Exercise For Good Health,https://www.youtube.com/watch?v=L_A_HjHZxfI,L_A_HjHZxfI,ERROR: [youtube] L_A_HjHZxfI: This video is not available,False
,Miss Linky,,kids,kids exercise,6.81,,Monster Exercise for Kids | Scary Workout for Children | Indoor PE Lesson,https://www.youtube.com/watch?v=CbExmJNoGiI,CbExmJNoGiI,ERROR: [youtube] CbExmJNoGiI: This video is not available,False
,Oliver’s Melody Club - Interactive Classroom Songs,,kids,kids exercise,7.03,,"Quick Warm Up Routine for Kids | Get Moving in PE Class, Sports Day, and Classroom Brain Breaks",https://www.youtube.com/watch?v=_yanQAS79Co,_yanQAS79Co,ERROR: [youtube] _yanQAS79Co: This video is not available,False
,GVO Kids,,kids,kids exercise,6.99,,INSIDE OUT 2 Kids Workout!! (Kids Exercise With Inside Out 2 Toys!!),https://www.youtube.com/watch?v=4XmoU5wlgns,4XmoU5wlgns,ERROR: [youtube] 4XmoU5wlgns: This video is not available,False
,Little Sports,,kids,kids exercise,7.13,,10 Fun Daily Exercise For Kids To Do At Home,https://www.youtube.com/watch?v=h3Xrtm0IVnY,h3Xrtm0IVnY,ERROR: [youtube] h3Xrtm0IVnY: This video is not available,False
,Miss Linky,,kids,kids exercise,6.91,,Minecraft Exercise Adventure for Kids | Indoor Workout for Children | Brain Break,https://www.youtube.com/watch?v=S92JuST1yFU,S92JuST1yFU,ERROR: [youtube] S92JuST1yFU: This video is not available,False
,Yoga Guppy,,kids,kids exercise,7.2,,Yoga Freeze Dance | Action Song for Kids | Warm Up | Yoga Guppy by Rashmi Ramesh,https://www.youtube.com/watch?v=xWcSEsBhK6U,xWcSEsBhK6U,ERROR: [youtube] xWcSEsBhK6U: This video is not available,False
,Yoga Guppy,,kids,kids exercise,6.68,,Yoga Poses for Immunity for Kids | Improve Health & Fitness | Yoga for Children | Yoga Guppy,https://www.youtube.com/watch?v=IV4L_zQXUFo,IV4L_zQXUFo,ERROR: [youtube] IV4L_zQXUFo: This video is not available,False
,DJ Raphi,,kids,kids exercise,7.51,,"Head, Shoulders, Knees & Toes - Exercise Song For Kids with DJ Raphi",https://www.youtube.com/watch?v=S2eRNzsAZg4,S2eRNzsAZg4,ERROR: [youtube] S2eRNzsAZg4: This video is not available,False
,Little Sports,,kids,kids exercise,6.82,,Burn Fat: Kids Exercises At Home - Fun Workout,https://www.youtube.com/watch?v=dQ_PK7Z-vv4,dQ_PK7Z-vv4,ERROR: [youtube] dQ_PK7Z-vv4: This video is not available,False
,Little Sports,,kids,kids exercise,7.03,,12 Easy Exercises For Kids At Home,https://www.youtube.com/watch?v=FB5-7tIiX-I,FB5-7tIiX-I,ERROR: [youtube] FB5-7tIiX-I: This video is not available,False
,Tabata Songs and TABATA KIDS,,kids,kids exercise,7.14,,Tabata Workout for KIDS | The Animal Workout (ages 3-8) w/@TabataKidsWorkouts,https://www.youtube.com/watch?v=-1-s8GBpFeQ,-1-s8GBpFeQ,ERROR: [youtube] -1-s8GBpFeQ: This video is not available,False
,Move & Play Kids,,kids,kids exercise,6.99,,Yoga for Children | Yoga for Health | Yoga for Overthinking | Kids Yoga,https://www.youtube.com/watch?v=AtWGf2a2lMA,AtWGf2a2lMA,ERROR: [youtube] AtWGf2a2lMA: This video is not available,False
,Move with Jojo for Kids,,kids,kids exercise,8.02,,Simple Stretches and Relaxation | Flexibility and Calmness | Yoga for Children - JOJO,https://www.youtube.com/watch?v=-TJcZRrOenA,-TJcZRrOenA,ERROR: [youtube] -TJcZRrOenA: This video is not available,False
,GVO Kids,,kids,kids exercise,7.74,,"""GET STRONG & FAST"" (Kids Exercises To Build Muscle + Increase Speed)",https://www.youtube.com/watch?v=EiM6zOE5UUI,EiM6zOE5UUI,ERROR: [youtube] EiM6zOE5UUI: This video is not available,False
,Danny Go!,,kids,kids exercise,8.43,,"""Move Your Body!"" (Exercise Dance Song) 💥 /// Danny Go! Brain Break & Movement Activity for Kids",https://www.youtube.com/watch?v=-y5yuLuw7KQ,-y5yuLuw7KQ,ERROR: [youtube] -y5yuLuw7KQ: This video is not available,False
,Yoga Girl,,kids,kids exercise,7.66,,Yoga for Flexibility | Yoga for Kids | Improve Posture | Kid Yoga,https://www.youtube.com/watch?v=txOf0uC6AYk,txOf0uC6AYk,ERROR: [youtube] txOf0uC6AYk: This video is not available,False
,GVO Kids,,kids,kids exercise,7.44,,"Kids ""GET STRONG"" Workout (Get Stronger & Faster This Summer!) @GreysonPumple",https://www.youtube.com/watch?v=doqXrl8OzFY,doqXrl8OzFY,ERROR: [youtube] doqXrl8OzFY: This video is not available,False
,GVO Kids,,kids,kids exercise,7.23,,Get STRONGER & FASTER With This Kids Workout! (15-Min Kids Exercises) @GreysonPumple,https://www.youtube.com/watch?v=_xfRSZ9wWfk,_xfRSZ9wWfk,ERROR: [youtube] _xfRSZ9wWfk: This video is not available,False
,GVO Kids,,kids,kids exercise,7.21,,"""GET STRONG"" Kids Workout // Kids Exercises GREAT FOR DANCE TRAINING",https://www.youtube.com/watch?v=StetyUnY8jY,StetyUnY8jY,ERROR: [youtube] StetyUnY8jY: This video is not available,False
,DJ Raphi,,kids,kids exercise,6.96,,The Workout 🏋🏽🔥 DJ Raphi | Brain Breaks | Fitness for Kids,https://www.youtube.com/watch?v=orFRlAeG7HY,orFRlAeG7HY,ERROR: [youtube] orFRlAeG7HY: This video is not available,False
,Little Sports,,kids,kids exercise,7.35,,Grow Taller Now: 20 Min Kids Exercises At Home,https://www.youtube.com/watch?v=iXU1InvFC-k,iXU1InvFC-k,ERROR: [youtube] iXU1InvFC-k: This video is not available,False
,Tiny Rainbow Yoga Kids,,kids,kids exercise,7.36,,K-POP Yoga for Kids! 🌈 Easy Full Body Stretch with Rumi | Yoga For Beginners! | Yoga For Flexibility,https://www.youtube.com/watch?v=Zljzn5l2gBc,Zljzn5l2gBc,ERROR: [youtube] Zljzn5l2gBc: This video is not available,False
,DJ Raphi,,kids,kids exercise,6.71,,The Warm Up 🛸 Exercise Workout for kids | Songs & Brain breaks for kids,https://www.youtube.com/watch?v=gkw0JCdZO90,gkw0JCdZO90,ERROR: [youtube] gkw0JCdZO90: This video is not available,False
,GVO Kids,,kids,kids exercise,7.45,,BARBIE Kids Yoga Class (Yoga For Kids With Barbie),https://www.youtube.com/watch?v=bBFlHOd1Adg,bBFlHOd1Adg,ERROR: [youtube] bBFlHOd1Adg: This video is not available,False
,Miss Linky,,kids,kids exercise,6.91,,SuperHero Exercise for Kids | Learn About Recycling And Looking after Earth | Indoor Kids Workout,https://www.youtube.com/watch?v=rYIAQKuwonI,rYIAQKuwonI,ERROR: [youtube] rYIAQKuwonI: This video is not available,False
public,LIVESTRONG,156,kids,kids exercise,10.54,Dumbbell Exercises for Kids : LIVESTRONG: Fitness & Exercise Tips,Dumbbell Exercises for Kids : LIVESTRONG: Fitness & Exercise Tips,https://www.youtube.com/watch?v=cLbiaCpuAy0,cLbiaCpuAy0,,True
,Rainbow Yoga,,kids,kids exercise,7.0,,Start Your Day Strong | A Kids Morning Yoga Routine | Rainbow Yoga,https://www.youtube.com/watch?v=pl0Y5quAnng,pl0Y5quAnng,ERROR: [youtube] pl0Y5quAnng: This video is not available,False
,GVO Kids,,kids,kids exercise,6.84,,"""GET STRONG"" Kids Workout (SPRING) // Kids Exercises GREAT FOR DANCE TRAINING",https://www.youtube.com/watch?v=DrrqFK-Axls,DrrqFK-Axls,ERROR: [youtube] DrrqFK-Axls: This video is not available,False
,Miss Linky,,kids,kids exercise,6.78,,Frozen Exercise for Kids | Learn about Tempo and Notes | Musical Kids Indoor Workout,https://www.youtube.com/watch?v=ODGBdUYEH34,ODGBdUYEH34,ERROR: [youtube] ODGBdUYEH34: This video is not available,False
,Kids Exercise,,kids,kids exercise,6.49,,3-DAY STRONG ARMS CHALLENGE FOR KIDS | KIDS EXERCISE,https://www.youtube.com/watch?v=pr_zkTJiSdo,pr_zkTJiSdo,ERROR: [youtube] pr_zkTJiSdo: This video is not available,False
,Kids Exercise,,kids,kids exercise,7.6,,10 MIN MORNING EXERCISE FOR KIDS - ENERGY BOOST WORKOUT,https://www.youtube.com/watch?v=Wj9SvxCpA4o,Wj9SvxCpA4o,ERROR: [youtube] Wj9SvxCpA4o: This video is not available,False
,Miss Linky,,kids,kids exercise,6.49,,Spiderman Game Exercise for Kids | Learn about Spiders | Indoor Workout for Children,https://www.youtube.com/watch?v=rUG9_MlqN84,rUG9_MlqN84,ERROR: [youtube] rUG9_MlqN84: This video is not available,False
,My Little Star English,,kids,animals for kids,6.55,,Farm animal sounds Farm animals for kids Learn Farm animals,https://www.youtube.com/watch?v=3ovC3hhrcqk,3ovC3hhrcqk,ERROR: [youtube] 3ovC3hhrcqk: This video is not available,False
,Smile and Learn - English,,kids,animals for kids,6.67,,Wild animals for kids - Vocabulary for kids,https://www.youtube.com/watch?v=CA6Mofzh7jo,CA6Mofzh7jo,ERROR: [youtube] CA6Mofzh7jo: This video is not available,False
,The Kids' Picture Show,,kids,animals for kids,6.96,,Animals Book Version Collection - The Kids' Picture Show,https://www.youtube.com/watch?v=DuUlghtgU0g,DuUlghtgU0g,ERROR: [youtube] DuUlghtgU0g: This video is not available,False
,Mintu Rhymes,,kids,animals for kids,6.79,,Animal sound for kids 🦒🐧🐱 Cute Animal Sound Learn Wild and Farm Animals,https://www.youtube.com/watch?v=M1P2YSFNru8,M1P2YSFNru8,ERROR: [youtube] M1P2YSFNru8: This video is not available,False
,My Little Star English,,kids,animals for kids,6.8,,Animals for Kids 25 min Farm animal sound,https://www.youtube.com/watch?v=6ATbwi4kJ0w,6ATbwi4kJ0w,ERROR: [youtube] 6ATbwi4kJ0w: This video is not available,False
,Super Simple Songs - Kids Songs,,kids,animals for kids,7.09,,Animal Sounds Songs + More | Nursery Rhymes for Preschool | Super Simple Songs,https://www.youtube.com/watch?v=Woc5c8mePR4,Woc5c8mePR4,ERROR: [youtube] Woc5c8mePR4: This video is not available,False
,abc Learning Lane,,kids,animals for kids,7.05,,125 Animals for Kids | Learn Wild Animal Names and Fun Facts,https://www.youtube.com/watch?v=rebsGgYcZCk,rebsGgYcZCk,ERROR: [youtube] rebsGgYcZCk: This video is not available,False
,Berry Learns Animals,,kids,animals for kids,6.3,,"Wild Animals for Kids: Learn 100 Safari Animals with Lions, Bears & Zebras | Toddler Learning Video",https://www.youtube.com/watch?v=7xvN2g3uhYM,7xvN2g3uhYM,ERROR: [youtube] 7xvN2g3uhYM: This video is not available,False
,Atrin and Soren with Nikan,,kids,animals for kids,6.47,,Wild Animal Video for Kids | Learn Animal Names & Sounds | Educational Fun with Atrin & Soren,https://www.youtube.com/watch?v=F5ZHIZIKY2k,F5ZHIZIKY2k,ERROR: [youtube] F5ZHIZIKY2k: This video is not available,False
,Magic Pencil Kids ,,kids,animals for kids,9.83,,Animal Sounds for Kids 🐶😺 | Cute Wild & Farm Animals Adventure | Animal Names & Sounds for Toddlers,https://www.youtube.com/watch?v=wnqH-v-MmLQ,wnqH-v-MmLQ,ERROR: [youtube] wnqH-v-MmLQ: This video is not available,False
,Giggles&Toons,,kids,animals for kids,7.03,,ABC Safari Animal Sounds Song | Animals Diving | Nursery Rhyme | colorful learning song for kids,https://www.youtube.com/watch?v=Pt7RPqGiaNA,Pt7RPqGiaNA,ERROR: [youtube] Pt7RPqGiaNA: This video is not available,False
,Smile and Learn - English,,kids,animals for kids,7.01,,Farm animals for kids - Vocabulary fo kids,https://www.youtube.com/watch?v=hewioIU4a64,hewioIU4a64,ERROR: [youtube] hewioIU4a64: This video is not available,False
,Luccy Learns Animals,,kids,animals for kids,7.47,,"Explore the Animal World for Kids | 🌊 Dinosaurs, Ocean & Polar Animals Diorama",https://www.youtube.com/watch?v=PXUUI3nAXYo,PXUUI3nAXYo,ERROR: [youtube] PXUUI3nAXYo: This video is not available,False
,Relaxation Film and Eterna Vista,,kids,animals for kids,7.4,,Cute Baby Animals 🐻 4K - Relaxation Film with Peaceful Relaxing Music and Animals Video Ultra HD,https://www.youtube.com/watch?v=RhOwyHWGqWg,RhOwyHWGqWg,ERROR: [youtube] RhOwyHWGqWg: This video is not available,False
,Zolotune Rhymes,,kids,animals for kids,7.25,,Animal sound for kids 🦒🐧🐱 Cute Animal Sound Learn Wild and Farm Animals,https://www.youtube.com/watch?v=hReCc9XjcOg,hReCc9XjcOg,ERROR: [youtube] hReCc9XjcOg: This video is not available,False
